UF;UNIDADE;UNIDADE_PADRAO_AEROPORTUARIO;CIDADE_APREENSAO;DATA;DROGA;QUANTIDADE;UNIDADE_MEDIDA;ORIGEM;lat;lon
SP;SR/PF/SP;GRU;GUARULHOS;04/09/2023;cocaina;2990;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;04/11/2023;maconha;10479;gramas;aeroporto;-3,776279926;-38,5326004
SP;DPF/CAS/SP;VCP;CAMPINAS;04/11/2023;maconha;16425;gramas;aeroporto;-23,00740051;-47,1344986
SP;DPF/CAS/SP;VCP;CAMPINAS;04/11/2023;maconha;16425;gramas;aeroporto;-23,00740051;-47,1344986
AM;SR/PF/AM;MAO;MANAUS;04/12/2023;maconha;9800;gramas;aeroporto;-3,038609982;-60,04970169
PB;SR/PF/PB;JPA;JOAO PESSOA;04/13/2023;cocaina;4390;gramas;aeroporto;-7,145833015;-34,94861221
PB;SR/PF/PB;JPA;JOAO PESSOA;04/13/2023;cocaina;4390;gramas;aeroporto;-7,145833015;-34,94861221
SP;SR/PF/SP;GRU;GUARULHOS;04/13/2023;cocaina;300;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;04/14/2023;maconha;3100;gramas;aeroporto;-3,038609982;-60,04970169
RN;SR/PF/RN;NAT;NATAL;04/14/2023;cocaina;4090;gramas;aeroporto;-5,911419869;-35,24769974
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/15/2023;cocaina;2415;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;04/15/2023;maconha;11748;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/15/2023;maconha;19619;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;04/15/2023;maconha;8105;gramas;aeroporto;-23,00740051;-47,1344986
AM;SR/PF/AM;MAO;MANAUS;04/17/2023;maconha;11800;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/17/2023;maconha;11390;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/17/2023;maconha;16210;gramas;aeroporto;-3,038609982;-60,04970169
RO;SR/PF/RO;PVH;PORTO VELHO;04/17/2023;maconha;12900;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;04/17/2023;cocaina;2555;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/17/2023;cocaina;40;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/17/2023;cocaina;;;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/21/2023;metanfetamina;20488;comprimidos;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/21/2023;maconha;325;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/22/2023;maconha;5035;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/22/2023;cocaina;2014;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;04/23/2023;maconha;6950;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;04/23/2023;cocaina;16377;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/23/2023;cocaina;5975;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/23/2023;cocaina;1522;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;04/24/2023;maconha;1840;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/24/2023;maconha;1900;gramas;aeroporto;-3,038609982;-60,04970169
DF;SR/PF/DF;BSB;BRASILIA;04/24/2023;maconha;11000;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;04/24/2023;cocaina;759;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/24/2023;cocaina;4781;gramas;aeroporto;-23,43555641;-46,47305679
PE;SR/PF/PE;REC;RECIFE;04/25/2023;cocaina;3974,4;gramas;aeroporto;-8,126489639;-34,92359924
AM;SR/PF/AM;MAO;MANAUS;04/26/2023;maconha;2550;gramas;aeroporto;-3,038609982;-60,04970169
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/26/2023;cocaina;4770;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/26/2023;cocaina;12190;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;04/26/2023;cocaina;1996;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/26/2023;cocaina;2003;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/26/2023;metanfetamina;41638;comprimidos;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;04/27/2023;maconha;20860;gramas;aeroporto;-3,038609982;-60,04970169
DF;SR/PF/DF;BSB;BRASILIA;04/27/2023;cocaina;5350;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;04/27/2023;cocaina;5470;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;04/27/2023;cocaina;3174;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/27/2023;cocaina;785,5;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/29/2023;maconha;29600;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;04/29/2023;cocaina;7298;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;04/29/2023;maconha;8000;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;04/30/2023;cocaina;6039;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;04/30/2023;cocaina;6140;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
CE;SR/PF/CE;FOR;FORTALEZA;05/01/2023;cocaina;3000;gramas;aeroporto;-3,776279926;-38,5326004
SP;SR/PF/SP;GRU;GUARULHOS;05/01/2023;cocaina;7506;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;05/02/2023;maconha;10130;gramas;aeroporto;-15,86916733;-47,92083359
SP;DPF/CAS/SP;VCP;CAMPINAS;05/02/2023;cocaina;6630;gramas;aeroporto;-23,00740051;-47,1344986
AM;SR/PF/AM;MAO;MANAUS;05/03/2023;maconha;15220;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/04/2023;maconha;4190;gramas;aeroporto;-3,038609982;-60,04970169
RN;SR/PF/RN;NAT;NATAL;05/04/2023;maconha;3460;gramas;aeroporto;-5,911419869;-35,24769974
SP;SR/PF/SP;GRU;GUARULHOS;05/04/2023;maconha;9880;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/04/2023;cocaina;12346;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/04/2023;cocaina;1997;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/05/2023;cocaina;7988;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;05/05/2023;maconha;8028;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;05/06/2023;cocaina;4577;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/06/2023;cocaina;8007;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;05/07/2023;maconha;2390;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/07/2023;maconha;8360;gramas;aeroporto;-3,038609982;-60,04970169
MG;SR/PF/MG;CNF;BELO HORIZONTE;05/07/2023;maconha;3360;gramas;aeroporto;-19,62444305;-43,9719429
SP;SR/PF/SP;GRU;GUARULHOS;05/07/2023;cocaina;14278;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/07/2023;cocaina;3268;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/07/2023;cocaina;1823;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/07/2023;cocaina;2980;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;05/08/2023;maconha;22400;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/08/2023;maconha;10730;gramas;aeroporto;-3,038609982;-60,04970169
PB;SR/PF/PB;JPA;JOAO PESSOA;05/09/2023;cocaina;5240;gramas;aeroporto;-7,145833015;-34,94861221
SP;SR/PF/SP;GRU;GUARULHOS;05/09/2023;cocaina;1994;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/09/2023;cocaina;6301;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/09/2023;cocaina;6300;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;05/11/2023;cocaina;5215;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;05/11/2023;cocaina;2987;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/12/2023;cocaina;1000;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/12/2023;cocaina;2957;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/12/2023;cocaina;17584;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/13/2023;cocaina;2918;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;05/14/2023;maconha;1900;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;05/15/2023;cocaina;4948;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/15/2023;cocaina;7432;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;05/15/2023;cocaina;11000;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;05/16/2023;cocaina;20896;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/17/2023;cocaina;1747;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;05/18/2023;cocaina;24260;gramas;aeroporto;-15,86916733;-47,92083359
SP;DPF/CAS/SP;VCP;CAMPINAS;05/18/2023;cocaina;1000;gramas;aeroporto;-23,00740051;-47,1344986
SP;DPF/CAS/SP;VCP;CAMPINAS;05/18/2023;cocaina;1000;gramas;aeroporto;-23,00740051;-47,1344986
SP;DPF/CAS/SP;VCP;CAMPINAS;05/18/2023;cocaina;11000;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;05/19/2023;cocaina;2985;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/20/2023;maconha;17819;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;05/21/2023;maconha;2320;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;05/21/2023;cocaina;2984;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/22/2023;cocaina;2428;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/23/2023;cocaina;7461;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;05/23/2023;cocaina;5000;gramas;aeroporto;-23,00740051;-47,1344986
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/24/2023;maconha;30020;gramas;aeroporto;-20,46870041;-54,67250061
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;05/25/2023;cocaina;2100;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;05/25/2023;cocaina;1603;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/25/2023;cocaina;1992;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/25/2023;cocaina;7602;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;05/26/2023;cocaina;7875;gramas;aeroporto;-3,776279926;-38,5326004
SP;SR/PF/SP;GRU;GUARULHOS;05/26/2023;cocaina;10533;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/26/2023;cocaina;991;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/26/2023;cocaina;976;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/26/2023;cocaina;9299;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/26/2023;cocaina;4016;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;05/26/2023;maconha;19600;gramas;aeroporto;-23,00740051;-47,1344986
MG;SR/PF/MG;CNF;BELO HORIZONTE;05/27/2023;cocaina;3000;gramas;aeroporto;-19,62444305;-43,9719429
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;05/28/2023;ecstasy;27563;comprimidos;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;05/28/2023;ecstasy;27563;comprimidos;aeroporto;-22,80999947;-43,25055695
AM;SR/PF/AM;MAO;MANAUS;05/29/2023;maconha;2470;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;05/29/2023;cocaina;1000;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/29/2023;cocaina;1000;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/29/2023;cocaina;3987;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/29/2023;cocaina;4899;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;05/30/2023;maconha;3100;gramas;aeroporto;-3,038609982;-60,04970169
DF;SR/PF/DF;BSB;BRASILIA;05/30/2023;cocaina;6775;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;05/30/2023;cocaina;3021;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/30/2023;maconha;20628;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/30/2023;cocaina;3076;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;05/30/2023;maconha;7842;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;05/30/2023;maconha;10067;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;06/01/2023;cocaina;7549;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;06/02/2023;maconha;2420;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;06/02/2023;maconha;3440;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;06/02/2023;cocaina;4096;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/02/2023;cocaina;3615;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/03/2023;cocaina;2485;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/03/2023;cocaina;9893;gramas;aeroporto;-23,43555641;-46,47305679
CE;SR/PF/CE;FOR;FORTALEZA;06/04/2023;cocaina;8400;gramas;aeroporto;-3,776279926;-38,5326004
SP;SR/PF/SP;GRU;GUARULHOS;06/05/2023;maconha;9836;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/05/2023;cocaina;1919;gramas;aeroporto;-23,43555641;-46,47305679
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/06/2023;cocaina;12645;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/06/2023;cocaina;2945;gramas;aeroporto;-22,80999947;-43,25055695
AM;SR/PF/AM;MAO;MANAUS;06/07/2023;maconha;1980;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;06/07/2023;cocaina;6954;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/07/2023;metanfetamina;12375;comprimidos;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;06/08/2023;maconha;3050;gramas;aeroporto;-3,038609982;-60,04970169
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/08/2023;cocaina;2975;gramas;aeroporto;-22,80999947;-43,25055695
SP;SR/PF/SP;GRU;GUARULHOS;06/08/2023;cocaina;21899;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/08/2023;cocaina;21945;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/08/2023;cocaina;3488;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/08/2023;cocaina;4133;gramas;aeroporto;-23,43555641;-46,47305679
AC;SR/PF/AC;RBR;RIO BRANCO;06/09/2023;cocaina;2051;gramas;aeroporto;-9,868888855;-67,89805603
SP;SR/PF/SP;GRU;GUARULHOS;06/09/2023;cocaina;2567;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/10/2023;cocaina;7276;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/10/2023;cocaina;3013;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/10/2023;cocaina;12998;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/10/2023;cocaina;1960;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/11/2023;cocaina;2449;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/11/2023;cocaina;3912;gramas;aeroporto;-23,43555641;-46,47305679
DF;SR/PF/DF;BSB;BRASILIA;06/12/2023;maconha;13660;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;06/12/2023;cocaina;15426;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/12/2023;cocaina;15398;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;06/14/2023;maconha;9810;gramas;aeroporto;-3,038609982;-60,04970169
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/16/2023;cocaina;2000;gramas;aeroporto;-22,80999947;-43,25055695
AM;SR/PF/AM;MAO;MANAUS;06/17/2023;maconha;2570;gramas;aeroporto;-3,038609982;-60,04970169
SP;SR/PF/SP;GRU;GUARULHOS;06/18/2023;cocaina;1981;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/18/2023;cocaina;3738;gramas;aeroporto;-23,43555641;-46,47305679
BA;SR/PF/BA;SSA;SALVADOR;06/19/2023;maconha;75;gramas;aeroporto;-12,9086113;-38,32249832
AM;SR/PF/AM;MAO;MANAUS;06/20/2023;maconha;1900;gramas;aeroporto;-3,038609982;-60,04970169
CE;SR/PF/CE;FOR;FORTALEZA;06/20/2023;cocaina;5800;gramas;aeroporto;-3,776279926;-38,5326004
MG;SR/PF/MG;CNF;BELO HORIZONTE;06/20/2023;cocaina;3360;gramas;aeroporto;-19,62444305;-43,9719429
MG;SR/PF/MG;CNF;BELO HORIZONTE;06/20/2023;cocaina;3360;gramas;aeroporto;-19,62444305;-43,9719429
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/21/2023;cocaina;3500;gramas;aeroporto;-22,80999947;-43,25055695
DF;SR/PF/DF;BSB;BRASILIA;06/22/2023;cocaina;3260;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;06/22/2023;cocaina;12434;gramas;aeroporto;-23,43555641;-46,47305679
ES;SR/PF/ES;VIX;VITORIA;06/23/2023;cocaina;6829;gramas;aeroporto;-20,25805664;-40,2863884
ES;SR/PF/ES;VIX;VITORIA;06/23/2023;cocaina;6814;gramas;aeroporto;-20,25805664;-40,2863884
SP;SR/PF/SP;GRU;GUARULHOS;06/23/2023;cocaina;8432;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;06/24/2023;cocaina;2500;gramas;aeroporto;-23,00740051;-47,1344986
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/25/2023;maconha;28260;gramas;aeroporto;-20,46870041;-54,67250061
DF;SR/PF/DF;BSB;BRASILIA;06/26/2023;cocaina;7730;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;06/26/2023;maconha;27500;gramas;aeroporto;-15,86916733;-47,92083359
CE;SR/PF/CE;FOR;FORTALEZA;06/27/2023;cocaina;6267;gramas;aeroporto;-3,776279926;-38,5326004
DF;SR/PF/DF;BSB;BRASILIA;06/27/2023;cocaina;6830;gramas;aeroporto;-15,86916733;-47,92083359
RO;SR/PF/RO;PVH;PORTO VELHO;06/27/2023;cocaina;7800;gramas;aeroporto;-8,709289551;-63,90230179
SP;SR/PF/SP;GRU;GUARULHOS;06/27/2023;cocaina;19951;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/27/2023;cocaina;2469;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/30/2023;cocaina;4242;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;06/30/2023;ecstasy;58038;comprimidos;aeroporto;-23,43555641;-46,47305679
MG;SR/PF/MG;CNF;BELO HORIZONTE;07/03/2023;maconha;2170;gramas;aeroporto;-19,62444305;-43,9719429
MG;SR/PF/MG;CNF;BELO HORIZONTE;07/03/2023;maconha;23500;gramas;aeroporto;-19,62444305;-43,9719429
DF;SR/PF/DF;BSB;BRASILIA;07/04/2023;maconha;7750;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;07/04/2023;cocaina;7365;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;07/04/2023;cocaina;2975;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/05/2023;cocaina;1959;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/05/2023;cocaina;14014;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/05/2023;maconha;9580;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/05/2023;cocaina;6606;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/06/2023;cocaina;4520;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/07/2023;cocaina;2749;gramas;aeroporto;-23,43555641;-46,47305679
SP;DPF/CAS/SP;VCP;CAMPINAS;07/07/2023;cocaina;1500;gramas;aeroporto;-23,00740051;-47,1344986
SP;SR/PF/SP;GRU;GUARULHOS;07/08/2023;cocaina;3010;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/09/2023;cocaina;2980;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/09/2023;cocaina;5950;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/09/2023;cocaina;3984;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/09/2023;cocaina;9860;gramas;aeroporto;-23,43555641;-46,47305679
RR;SR/PF/RR;BVB;BOA VISTA;07/10/2023;maconha;11330;gramas;aeroporto;2,841388941;-60,6922226
SP;SR/PF/SP;GRU;GUARULHOS;07/10/2023;cocaina;738;gramas;aeroporto;-23,43555641;-46,47305679
SP;SR/PF/SP;GRU;GUARULHOS;07/10/2023;cocaina;2061;gramas;aeroporto;-23,43555641;-46,47305679
AM;SR/PF/AM;MAO;MANAUS;07/11/2023;cocaina;1370;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;07/11/2023;maconha;3830;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;07/11/2023;maconha;0;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;07/11/2023;maconha;0;gramas;aeroporto;-3,038609982;-60,04970169
DF;SR/PF/DF;BSB;BRASILIA;07/11/2023;cocaina;4405;gramas;aeroporto;-15,86916733;-47,92083359
SP;SR/PF/SP;GRU;GUARULHOS;07/11/2023;cocaina;7024;gramas;aeroporto;-23,43555641;-46,47305679
